"","AMZN","JPM","DIS","GOOG","KO"
"1210",997,95.79528,95.944511,992.809998,44.484123
"1211",986.609985,95.912605,96.686684,984.450012,44.666283
"1212",982.909973,97.28125,97.067528,988.200012,44.464951
"1213",966.299988,97.115051,96.383949,968.450012,44.407433
"1214",975.900024,98.65966,95.983566,970.539978,44.273212
"1215",972.909973,98.757423,95.505081,973.330017,44.148579
"1216",972.429993,99.461296,96.247231,972.559998,44.321144
"1217",1100.949951,99.490616,96.003098,1019.27002,44.167751
"1218",1110.849976,99.138687,95.739441,1017.109985,43.966423
"1219",1105.280029,98.356606,95.514832,1016.640015,44.08147
"1220",1103.680054,98.65966,96.706207,1025.5,43.908897
"1221",1094.219971,99.314651,96.04216,1025.579956,43.9856
"1222",1111.599976,99.138687,96.325356,1032.47998,44.071884
"1223",1120.660034,98.522789,98.278427,1025.900024,43.592529
"1224",1123.170044,96.538269,99.22567,1033.329956,44.043114
"1225",1132.880005,95.453133,98.805756,1039.849976,44.273212
"1226",1129.130005,95.443344,100.270561,1031.26001,44.321144
"1227",1125.349976,95.326035,102.321281,1028.069946,44.618343
"1228",1129.170044,95.668198,102.282219,1025.75,44.790913
"1229",1136.839966,95.091408,100.749054,1026,45.4716
"1230",1126.689941,95.990807,101.256866,1020.909973,44.877197
"1231",1137.290039,96.264542,101.168968,1032.5,44.627937
"1232",1129.880005,95.941925,101.012726,1019.090027,43.822617
"1233",1126.310059,96.792442,100.338921,1018.380005,43.582939
"1234",1139.48999,96.714226,100.583054,1034.48999,43.889721
"1235",1156.160034,96.430717,100.329147,1035.959961,43.94725
"1236",1186,96.117889,100.231499,1040.609985,43.9856
"1237",1195.829956,95.736626,100.377983,1054.209961,44.004772
"1238",1193.599976,99.089813,100.983429,1047.410034,43.937664
"1239",1161.27002,101.406731,102.770485,1021.659973,43.621288
"1240",1176.75,102.179024,102.360344,1021.409973,44.239895
"1241",1162.349976,102.442986,102.780258,1010.169983,44.433208
"1242",1133.949951,104.554604,107.633629,998.679993,44.684513
"1243",1141.569946,103.35215,104.704025,1005.150024,44.713509
"1244",1152.349976,102.579842,102.985321,1018.380005,44.89716
"1245",1159.790039,102.276794,102.790024,1030.930054,44.249554
"1246",1162,103.557449,102.602989,1037.050049,43.795273
"1247",1168.920044,103.254402,105.162399,1041.099976,43.814606
"1248",1165.079956,104.456841,105.753029,1040.47998,43.77594
"1249",1164.130005,103.146866,105.930222,1040.609985,44.365543
"1250",1174.26001,102.315903,108.844017,1049.150024,44.491196
"1251",1179.140015,103.762749,109.533081,1064.189941,44.645847
"1252",1190.579956,104.564377,109.296829,1077.140015,44.394547
"1253",1187.380005,104.124458,110.064659,1070.680054,44.587856
"1254",1177.619995,103.762749,107.977753,1064.949951,44.539532
"1255",1174.76001,105.414894,107.859619,1063.630005,44.075569
"1256",1168.359985,105.043396,106.973671,1060.119995,44.06591
"1257",1176.76001,104.623039,106.432259,1056.73999,44.278557
"1258",1182.26001,104.81855,105.959755,1049.369995,44.394547
"1259",1186.099976,105.375793,106.087715,1048.140015,44.191566
"1260",1169.469971,104.544838,105.831787,1046.400024,44.346218
